EV Charger Registration Code,Name,No. of Charging Outlets,Connector ID,Type of Connector,Rated Output Power (kW),Postal Code,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,Longitude,Latitude
R106813B,SHELL SINGAPORE PTE. LTD.,1,R106813B-001,Type 2,7,760470,470,YISHUN STREET 42,FOREST SPRING @ YISHUN,L3,98,Yes,103.8527964,1.426226412
R106814F,SHELL SINGAPORE PTE. LTD.,1,R106814F-001,Type 2,7,760470,470,YISHUN STREET 42,FOREST SPRING @ YISHUN,L3,99,Yes,103.8527964,1.426226412
R106822D,SHELL SINGAPORE PTE. LTD.,1,R106822D-001,Type 2,7,560414,414,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,L1,392,Yes,103.8545884,1.363963706
R106823H,SHELL SINGAPORE PTE. LTD.,1,R106823H-001,Type 2,7,560414,414,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,L1,393,Yes,103.8545884,1.363963706
R106825E,SHELL SINGAPORE PTE. LTD.,1,R106825E-001,Type 2,7,560414,414,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,L1,394,Yes,103.8545884,1.363963706
R106828F,SHELL SINGAPORE PTE. LTD.,1,R106828F-001,Type 2,7,560414,414,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,L1,395,Yes,103.8545884,1.363963706
R106831F,SHELL SINGAPORE PTE. LTD.,1,R106831F-001,Type 2,7,560414,414,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,L1,396,Yes,103.8545884,1.363963706
R106833C,SHELL SINGAPORE PTE. LTD.,1,R106833C-001,Type 2,7,560414,414,ANG MO KIO AVENUE 10,TECK GHEE HEARTLANDS,L1,397,Yes,103.8545884,1.363963706
R106835R,SHELL SINGAPORE PTE. LTD.,1,R106835R-001,Type 2,7,530620,620,HOUGANG AVENUE 8,TECK GHEE HEARTLANDS,L1,453,Yes,103.8843751,1.369567772
R106837H,SHELL SINGAPORE PTE. LTD.,1,R106837H-001,Type 2,7,530620,620,HOUGANG AVENUE 8,,L1,454,Yes,103.8843751,1.369567772
R106840H,SHELL SINGAPORE PTE. LTD.,1,R106840H-001,Type 2,7,530620,620,HOUGANG AVENUE 8,,L1,455,Yes,103.8843751,1.369567772
R106843K,SHELL SINGAPORE PTE. LTD.,1,R106843K-001,Type 2,7,530620,620,HOUGANG AVENUE 8,,L1,456,Yes,103.8843751,1.369567772
R106845F,SHELL SINGAPORE PTE. LTD.,1,R106845F-001,Type 2,7,530620,620,HOUGANG AVENUE 8,,L1,457,Yes,103.8843751,1.369567772
R106847C,SHELL SINGAPORE PTE. LTD.,1,R106847C-001,Type 2,7,530620,620,HOUGANG AVENUE 8,,L1,458,Yes,103.8843751,1.369567772
R106848G,SHELL SINGAPORE PTE. LTD.,1,R106848G-001,Type 2,7,530633,633,HOUGANG AVENUE 8,,L1,26,Yes,103.8793501,1.37127612
R106849R,SHELL SINGAPORE PTE. LTD.,1,R106849R-001,Type 2,7,530633,633,HOUGANG AVENUE 8,,L1,27,Yes,103.8793501,1.37127612
R106850C,SHELL SINGAPORE PTE. LTD.,1,R106850C-001,Type 2,7,530633,633,HOUGANG AVENUE 8,,L1,28,Yes,103.8793501,1.37127612
R106852R,SHELL SINGAPORE PTE. LTD.,1,R106852R-001,Type 2,7,560120,120,ANG MO KIO AVENUE 3,,L1,229,Yes,103.8436999,1.370451119
R106855A,SHELL SINGAPORE PTE. LTD.,1,R106855A-001,Type 2,7,560120,120,ANG MO KIO AVENUE 3,,L1,230,Yes,103.8436999,1.370451119
R106860K,SHELL SINGAPORE PTE. LTD.,1,R106860K-001,Type 2,7,560120,120,ANG MO KIO AVENUE 3,,L1,231,Yes,103.8436999,1.370451119
R106867D,SHELL SINGAPORE PTE. LTD.,1,R106867D-001,Type 2,7,560174,174,ANG MO KIO AVENUE 4,KEBUN BARU LINK 1,L1,20,Yes,103.8363987,1.375674922
R106869A,SHELL SINGAPORE PTE. LTD.,1,R106869A-001,Type 2,7,560174,174,ANG MO KIO AVENUE 4,KEBUN BARU LINK 1,L1,21,Yes,103.8363987,1.375674922
R106874K,SHELL SINGAPORE PTE. LTD.,1,R106874K-001,Type 2,7,560174,174,ANG MO KIO AVENUE 4,KEBUN BARU LINK 1,L1,22,Yes,103.8363987,1.375674922
R106877Z,SHELL SINGAPORE PTE. LTD.,1,R106877Z-001,Type 2,7,560627,627,ANG MO KIO AVENUE 9,YIO CHU KANG HEIGHTS,L1,264,Yes,103.8419454,1.381641458
R106881C,SHELL SINGAPORE PTE. LTD.,1,R106881C-001,Type 2,7,560627,627,ANG MO KIO AVENUE 9,YIO CHU KANG HEIGHTS,L1,265,Yes,103.8419454,1.381641458
R106882G,SHELL SINGAPORE PTE. LTD.,1,R106882G-001,Type 2,7,560627,627,ANG MO KIO AVENUE 9,YIO CHU KANG HEIGHTS,L1,266,Yes,103.8419454,1.381641458
R106902H,SHELL SINGAPORE PTE. LTD.,1,R106902H-001,Type 2,7,530229,229,HOUGANG STREET 21,,L3,127,Yes,103.8871054,1.358113189
R106905K,SHELL SINGAPORE PTE. LTD.,1,R106905K-001,Type 2,7,530229,229,HOUGANG STREET 21,,L3,128,Yes,103.8871054,1.358113189
R106906B,SHELL SINGAPORE PTE. LTD.,1,R106906B-001,Type 2,7,530229,229,HOUGANG STREET 21,,L3,129,Yes,103.8871054,1.358113189
R106907F,SHELL SINGAPORE PTE. LTD.,1,R106907F-001,Type 2,7,790460,460,SENGKANG WEST WAY,FERNVALE GLADES,L3,100,Yes,103.8696236,1.394208531
R106908Z,SHELL SINGAPORE PTE. LTD.,1,R106908Z-001,Type 2,7,790460,460,SENGKANG WEST WAY,FERNVALE GLADES,L3,101,Yes,103.8696236,1.394208531
R106909C,SHELL SINGAPORE PTE. LTD.,1,R106909C-001,Type 2,7,790460,460,SENGKANG WEST WAY,FERNVALE GLADES,L3,102,Yes,103.8696236,1.394208531
R106911Z,SHELL SINGAPORE PTE. LTD.,1,R106911Z-001,Type 2,7,730781,781,WOODLANDS AVENUE 9,WOODLANDS GLADE,L3,78,Yes,103.8031032,1.44890463
R106913G,SHELL SINGAPORE PTE. LTD.,1,R106913G-001,Type 2,7,730781,781,WOODLANDS AVENUE 9,WOODLANDS GLADE,L3,79,Yes,103.8031032,1.44890463
R106917A,SHELL SINGAPORE PTE. LTD.,1,R106917A-001,Type 2,7,730781,781,WOODLANDS AVENUE 9,WOODLANDS GLADE,L3,80,Yes,103.8031032,1.44890463
R106920A,SHELL SINGAPORE PTE. LTD.,1,R106920A-001,Type 2,7,760382,382,YISHUN STREET 31,YISHUN GLEN,L3,223,Yes,103.8468486,1.430906181
R106921E,SHELL SINGAPORE PTE. LTD.,1,R106921E-001,Type 2,7,760382,382,YISHUN STREET 31,YISHUN GLEN,L3,224,Yes,103.8468486,1.430906181
R106922K,SHELL SINGAPORE PTE. LTD.,1,R106922K-001,Type 2,7,760382,382,YISHUN STREET 31,YISHUN GLEN,L3,225,Yes,103.8468486,1.430906181
R106923B,SHELL SINGAPORE PTE. LTD.,1,R106923B-001,Type 2,7,823423,423C,NORTHSHORE CRESCENT,,L3,266,Yes,103.9059009,1.419437536
R106925Z,SHELL SINGAPORE PTE. LTD.,1,R106925Z-001,Type 2,7,823423,423C,NORTHSHORE CRESCENT,,L3,267,Yes,103.9059009,1.419437536
R106926C,SHELL SINGAPORE PTE. LTD.,1,R106926C-001,Type 2,7,823423,423C,NORTHSHORE CRESCENT,,L3,268,Yes,103.9059009,1.419437536
R106932D,SHELL SINGAPORE PTE. LTD.,1,R106932D-001,Type 2,7,820655,655,PUNGGOL EAST,WATERWAY SUNRISE I,L3,388,Yes,103.9212633,1.399086572
R106934A,SHELL SINGAPORE PTE. LTD.,1,R106934A-001,Type 2,7,820655,655,PUNGGOL EAST,WATERWAY SUNRISE I,L3,389,Yes,103.9212633,1.399086572
R106935E,SHELL SINGAPORE PTE. LTD.,1,R106935E-001,Type 2,7,820655,655,PUNGGOL EAST,WATERWAY SUNRISE I,L3,390,Yes,103.9212633,1.399086572
R106936K,SHELL SINGAPORE PTE. LTD.,1,R106936K-001,Type 2,7,531919,919A,HOUGANG AVENUE 4,MULTI STOREY CAR PARK,L3,119,Yes,103.8842441,1.375454194
R106937B,SHELL SINGAPORE PTE. LTD.,1,R106937B-001,Type 2,7,531919,919A,HOUGANG AVENUE 4,MULTI STOREY CAR PARK,L3,120,Yes,103.8842441,1.375454194
R106938F,SHELL SINGAPORE PTE. LTD.,1,R106938F-001,Type 2,7,531919,919A,HOUGANG AVENUE 4,MULTI STOREY CAR PARK,L3,121,Yes,103.8842441,1.375454194
R106939Z,SHELL SINGAPORE PTE. LTD.,1,R106939Z-001,Type 2,7,733895,895D,WOODLANDS DRIVE 50,MULTI STOREY CAR PARK,L3,131,Yes,103.7922524,1.436050162
R106941F,SHELL SINGAPORE PTE. LTD.,1,R106941F-001,Type 2,7,733895,895D,WOODLANDS DRIVE 50,MULTI STOREY CAR PARK,L3,132,Yes,103.7922524,1.436050162
R106942Z,SHELL SINGAPORE PTE. LTD.,1,R106942Z-001,Type 2,7,733895,895D,WOODLANDS DRIVE 50,MULTI STOREY CAR PARK,L3,133,Yes,103.7922524,1.436050162
R106943C,SHELL SINGAPORE PTE. LTD.,1,R106943C-001,Type 2,7,761840,840A,YISHUN STREET 81,MULTI STOREY CAR PARK,L3,110,Yes,103.8343715,1.415445285
R106945R,SHELL SINGAPORE PTE. LTD.,1,R106945R-001,Type 2,7,761840,840A,YISHUN STREET 81,MULTI STOREY CAR PARK,L3,111,Yes,103.8343715,1.415445285
R106953K,SHELL SINGAPORE PTE. LTD.,1,R106953K-001,Type 2,7,761840,840A,YISHUN STREET 81,MULTI STOREY CAR PARK,L3,112,Yes,103.8343715,1.415445285
R106956Z,SHELL SINGAPORE PTE. LTD.,1,R106956Z-001,Type 2,7,310265,265,KIM KEAT AVENUE,KIM KEAT BEACON,L3,238,Yes,103.8600139,1.331570326
R106957C,SHELL SINGAPORE PTE. LTD.,1,R106957C-001,Type 2,7,310265,265,KIM KEAT AVENUE,KIM KEAT BEACON,L3,239,Yes,103.8600139,1.331570326
R106960C,SHELL SINGAPORE PTE. LTD.,1,R106960C-001,Type 2,7,310265,265,KIM KEAT AVENUE,KIM KEAT BEACON,L3,240,Yes,103.8600139,1.331570326
R106964H,SHELL SINGAPORE PTE. LTD.,1,R106964H-001,Type 2,7,790400,400,FERNVALE LANE,FERNVALE DEW,B-,61,Yes,103.8704525,1.390303698
R106965A,SHELL SINGAPORE PTE. LTD.,1,R106965A-001,Type 2,7,790400,400,FERNVALE LANE,FERNVALE DEW,L3,62,Yes,103.8704525,1.390303698
R106966E,SHELL SINGAPORE PTE. LTD.,1,R106966E-001,Type 2,7,790400,400,FERNVALE LANE,FERNVALE DEW,L3,63,Yes,103.8704525,1.390303698
R106967K,SHELL SINGAPORE PTE. LTD.,1,R106967K-001,Type 2,7,560476,476,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,L1,71,Yes,103.8569821,1.362356151
R106968B,SHELL SINGAPORE PTE. LTD.,1,R106968B-001,Type 2,7,560476,476,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,L1,72,Yes,103.8569821,1.362356151
R106969F,SHELL SINGAPORE PTE. LTD.,1,R106969F-001,Type 2,7,560476,476,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,L1,73,Yes,103.8569821,1.362356151
R106970K,SHELL SINGAPORE PTE. LTD.,1,R106970K-001,Type 2,7,560219,219,ANG MO KIO AVENUE 1,ANG MO KIO GROVE,L1,38,Yes,103.8411922,1.365691621
R106972F,SHELL SINGAPORE PTE. LTD.,1,R106972F-001,Type 2,7,560219,219,ANG MO KIO AVENUE 1,ANG MO KIO GROVE,L1,39,Yes,103.8411922,1.365691621
R106973Z,SHELL SINGAPORE PTE. LTD.,1,R106973Z-001,Type 2,7,560219,219,ANG MO KIO AVENUE 1,ANG MO KIO GROVE,L1,40,Yes,103.8411922,1.365691621
R106974C,SHELL SINGAPORE PTE. LTD.,1,R106974C-001,Type 2,7,530607,607,HOUGANG AVENUE 4,,L1,114,Yes,103.8860602,1.371379058
R106976R,SHELL SINGAPORE PTE. LTD.,1,R106976R-001,Type 2,7,530607,607,HOUGANG AVENUE 4,,L1,115,Yes,103.8860602,1.371379058
R106977D,SHELL SINGAPORE PTE. LTD.,1,R106977D-001,Type 2,7,530607,607,HOUGANG AVENUE 4,,L1,116,Yes,103.8860602,1.371379058
R107138K,SHELL SINGAPORE PTE. LTD.,1,R107138K-001,Type 2,22,238877,435,ORCHARD ROAD,CITIBANK WISMA ATRIA,L5,68,Yes,103.833201,1.30370452
R107139B,SHELL SINGAPORE PTE. LTD.,2,R107139B-001,CCS2,120,310480,480,LORONG 6 TOA PAYOH,BRITISH COUNCIL (TOA PAYOH CENTRE),B2,475,Yes,103.8483353,1.332025489
R107139B,SHELL SINGAPORE PTE. LTD.,2,R107139B-002,CCS2,120,310480,480,LORONG 6 TOA PAYOH,BRITISH COUNCIL (TOA PAYOH CENTRE),B2,475,Yes,103.8483353,1.332025489
R107140E,SHELL SINGAPORE PTE. LTD.,2,R107140E-001,CCS2,120,310480,480,LORONG 6 TOA PAYOH,BRITISH COUNCIL (TOA PAYOH CENTRE),B2,477,Yes,103.8483353,1.332025489
R107140E,SHELL SINGAPORE PTE. LTD.,2,R107140E-002,CCS2,120,310480,480,LORONG 6 TOA PAYOH,BRITISH COUNCIL (TOA PAYOH CENTRE),B2,477,Yes,103.8483353,1.332025489
R107143F,SHELL SINGAPORE PTE. LTD.,2,R107143F-001,CCS2,50,829169,821,PUNGGOL ROAD,SHELL PUNGGOL,L01,,Yes,103.9066432,1.40456503
R107143F,SHELL SINGAPORE PTE. LTD.,2,R107143F-002,Type 2,43,829169,821,PUNGGOL ROAD,SHELL PUNGGOL,L01,,Yes,103.9066432,1.40456503
R107144Z,SHELL SINGAPORE PTE. LTD.,2,R107144Z-001,CCS2,50,159950,358,ALEXANDRA ROAD,SHELL ALEXANDRA,L01,,Yes,103.8068551,1.290669962
R107144Z,SHELL SINGAPORE PTE. LTD.,2,R107144Z-002,Type 2,43,159950,358,ALEXANDRA ROAD,SHELL ALEXANDRA,L01,,Yes,103.8068551,1.290669962
R107155K,SHELL SINGAPORE PTE. LTD.,2,R107155K-001,CCS2,50,689717,20,CHOA CHU KANG DRIVE,SHELL CHOA CHU KANG,L01,,Yes,103.7464818,1.385605526
R107155K,SHELL SINGAPORE PTE. LTD.,2,R107155K-002,Type 2,43,689717,20,CHOA CHU KANG DRIVE,SHELL CHOA CHU KANG,L01,,Yes,103.7464818,1.385605526
R107157F,SHELL SINGAPORE PTE. LTD.,2,R107157F-001,CCS2,50,409008,98,PAYA LEBAR ROAD,SHELL PAYA LEBAR PIE,L01,,Yes,103.8916491,1.32175499
R107157F,SHELL SINGAPORE PTE. LTD.,2,R107157F-002,Type 2,43,409008,98,PAYA LEBAR ROAD,SHELL PAYA LEBAR PIE,L01,,Yes,103.8916491,1.32175499
R107159C,SHELL SINGAPORE PTE. LTD.,2,R107159C-001,CCS2,50,649960,2,BOON LAY AVENUE,SHELL BOON LAY,L01,,Yes,103.7077882,1.343959836
R107159C,SHELL SINGAPORE PTE. LTD.,2,R107159C-002,Type 2,43,649960,2,BOON LAY AVENUE,SHELL BOON LAY,L01,,Yes,103.7077882,1.343959836
R107168E,SHELL SINGAPORE PTE. LTD.,2,R107168E-001,CCS2,50,545015,61,SENGKANG EAST ROAD,SHELL SENGKANG,L01,,Yes,103.8926557,1.391539636
R107168E,SHELL SINGAPORE PTE. LTD.,2,R107168E-002,Type 2,43,545015,61,SENGKANG EAST ROAD,SHELL SENGKANG,L01,,Yes,103.8926557,1.391539636
R107204B,SHELL SINGAPORE PTE. LTD.,2,R107204B-001,CCS2,50,805908,298,YIO CHU KANG ROAD,SHELL SELETAR HILLS,L01,,Yes,103.8770665,1.383562133
R107204B,SHELL SINGAPORE PTE. LTD.,2,R107204B-002,Type 2,43,805908,298,YIO CHU KANG ROAD,SHELL SELETAR HILLS,L01,,Yes,103.8770665,1.383562133
R107215A,SHELL SINGAPORE PTE. LTD.,2,R107215A-001,CCS2,50,289629,648,DUNEARN ROAD,SHELL DUNEARN ENG NEO,L01,,Yes,103.7991101,1.330963742
R107215A,SHELL SINGAPORE PTE. LTD.,2,R107215A-002,Type 2,43,289629,648,DUNEARN ROAD,SHELL DUNEARN ENG NEO,L01,,Yes,103.7991101,1.330963742
R107219F,SHELL SINGAPORE PTE. LTD.,2,R107219F-001,CCS2,50,419883,460,CHANGI ROAD,SHELL CHANGI KEMBANGAN,L01,,Yes,103.9129687,1.31881147
R107219F,SHELL SINGAPORE PTE. LTD.,2,R107219F-002,Type 2,43,419883,460,CHANGI ROAD,SHELL CHANGI KEMBANGAN,L01,,Yes,103.9129687,1.31881147
R107226R,SHELL SINGAPORE PTE. LTD.,2,R107226R-001,CCS2,50,588166,35,UPPER BUKIT TIMAH ROAD,SHELL UPPER BUKIT TIMAH PIE,L01,,Yes,103.7768117,1.338632003
R107226R,SHELL SINGAPORE PTE. LTD.,2,R107226R-002,Type 2,43,588166,35,UPPER BUKIT TIMAH ROAD,SHELL UPPER BUKIT TIMAH PIE,L01,,Yes,103.7768117,1.338632003
R107235B,SHELL SINGAPORE PTE. LTD.,1,R107235B-001,Type 2,22,509932,11,CALSHOT ROAD,,L1,23,Yes,103.9817244,1.372868028
R107250E,SHELL SINGAPORE PTE. LTD.,2,R107250E-001,CCS2,120,159936,253,ALEXANDRA ROAD,,L1,1,Yes,103.8103528,1.291654312
R107250E,SHELL SINGAPORE PTE. LTD.,2,R107250E-002,CCS2,120,159936,253,ALEXANDRA ROAD,,L1,1,Yes,103.8103528,1.291654312
R107409Z,SHELL SINGAPORE PTE. LTD.,2,R107409Z-001,CCS2,50,247933,163,TANGLIN ROAD,DBS TANGLIN MALL,B3,2,Yes,103.8238835,1.304853421
R107409Z,SHELL SINGAPORE PTE. LTD.,2,R107409Z-002,Type 2,43,247933,163,TANGLIN ROAD,DBS TANGLIN MALL,B3,2,Yes,103.8238835,1.304853421
R107416D,SHELL SINGAPORE PTE. LTD.,2,R107416D-001,CCS2,50,247933,163,TANGLIN ROAD,DBS TANGLIN MALL,B3,2,Yes,103.8238835,1.304853421
R107416D,SHELL SINGAPORE PTE. LTD.,2,R107416D-002,Type 2,43,247933,163,TANGLIN ROAD,DBS TANGLIN MALL,B3,2,Yes,103.8238835,1.304853421
R107425F,SHELL SINGAPORE PTE. LTD.,2,R107425F-001,CCS2,50,299551,314,DUNEARN ROAD,SHELL DUNEARN UNIVERSITY,L01,,Yes,103.8173375,1.323368139
R107425F,SHELL SINGAPORE PTE. LTD.,2,R107425F-002,Type 2,43,299551,314,DUNEARN ROAD,SHELL DUNEARN UNIVERSITY,L01,,Yes,103.8173375,1.323368139
R107437K,SHELL SINGAPORE PTE. LTD.,2,R107437K-001,CCS2,50,575626,300,SIN MING ROAD,,L1,1,Yes,103.8403577,1.359362931
R107437K,SHELL SINGAPORE PTE. LTD.,2,R107437K-002,Type 2,43,575626,300,SIN MING ROAD,,L1,1,Yes,103.8403577,1.359362931
R107443Z,SHELL SINGAPORE PTE. LTD.,2,R107443Z-001,CCS2,60,639577,76,PIONEER ROAD,MAPLETREE PIONEER LOGISTICS HUB,L1,14,Yes,103.6536241,1.317931372
R107443Z,SHELL SINGAPORE PTE. LTD.,2,R107443Z-002,CCS2,60,639577,76,PIONEER ROAD,MAPLETREE PIONEER LOGISTICS HUB,L1,14,Yes,103.6536241,1.317931372
R107448H,SHELL SINGAPORE PTE. LTD.,2,R107448H-001,CCS2,190,639577,76,PIONEER ROAD,MAPLETREE PIONEER LOGISTICS HUB,L1,11,Yes,103.6536241,1.317931372
R107448H,SHELL SINGAPORE PTE. LTD.,2,R107448H-002,CCS2,190,639577,76,PIONEER ROAD,MAPLETREE PIONEER LOGISTICS HUB,L1,11,Yes,103.6536241,1.317931372
R107451H,SHELL SINGAPORE PTE. LTD.,2,R107451H-001,CCS2,190,608829,5B,TOH GUAN ROAD EAST,MAPLETREE LOGISTICS HUB - TOH GUAN,L3,1,Yes,103.7517217,1.3382704
R107451H,SHELL SINGAPORE PTE. LTD.,2,R107451H-002,CCS2,190,608829,5B,TOH GUAN ROAD EAST,MAPLETREE LOGISTICS HUB - TOH GUAN,L3,1,Yes,103.7517217,1.3382704
R107454K,SHELL SINGAPORE PTE. LTD.,2,R107454K-001,CCS2,190,659554,2,BUKIT BATOK STREET 23,BUKIT BATOK CONNECTION,L1,1,Yes,103.7532592,1.34394552
R107454K,SHELL SINGAPORE PTE. LTD.,2,R107454K-002,CCS2,190,659554,2,BUKIT BATOK STREET 23,BUKIT BATOK CONNECTION,L1,1,Yes,103.7532592,1.34394552
R107456F,SHELL SINGAPORE PTE. LTD.,2,R107456F-001,CCS2,60,659554,2,BUKIT BATOK STREET 23,BUKIT BATOK CONNECTION,L1,2,Yes,103.7532592,1.34394552
R107456F,SHELL SINGAPORE PTE. LTD.,2,R107456F-002,CCS2,60,659554,2,BUKIT BATOK STREET 23,BUKIT BATOK CONNECTION,L1,2,Yes,103.7532592,1.34394552
R107460Z,SHELL SINGAPORE PTE. LTD.,2,R107460Z-001,CCS2,60,649674,2,BULIM LINK,HMGICS,B1,32,Yes,103.7115828,1.353605397
R107460Z,SHELL SINGAPORE PTE. LTD.,2,R107460Z-002,CCS2,60,649674,2,BULIM LINK,HMGICS,B1,32,Yes,103.7115828,1.353605397
R107466A,SHELL SINGAPORE PTE. LTD.,2,R107466A-001,CCS2,60,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,105,Yes,103.9594031,1.33430414
R107466A,SHELL SINGAPORE PTE. LTD.,2,R107466A-002,CCS2,60,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,105,Yes,103.9594031,1.33430414
R107467E,SHELL SINGAPORE PTE. LTD.,2,R107467E-001,CCS2,60,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,264,Yes,103.9594031,1.33430414
R107467E,SHELL SINGAPORE PTE. LTD.,2,R107467E-002,CCS2,60,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,264,Yes,103.9594031,1.33430414
R107634G,SHELL SINGAPORE PTE. LTD.,2,R107634G-001,CCS2,50,359914,110,BRADDELL ROAD,SHELL BRADDELL,L01,,Yes,103.8645579,1.344583529
R107634G,SHELL SINGAPORE PTE. LTD.,2,R107634G-002,Type 2,43,359914,110,BRADDELL ROAD,SHELL BRADDELL,L01,,Yes,103.8645579,1.344583529
R107689B,SHELL SINGAPORE PTE. LTD.,2,R107689B-001,CCS2,50,409037,255,PAYA LEBAR ROAD,SHELL PAYA LEBAR MACPHERSON,L01,,Yes,103.8888987,1.331765464
R107689B,SHELL SINGAPORE PTE. LTD.,2,R107689B-002,Type 2,43,409037,255,PAYA LEBAR ROAD,SHELL PAYA LEBAR MACPHERSON,L01,,Yes,103.8888987,1.331765464
R107695C,SHELL SINGAPORE PTE. LTD.,1,R107695C-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,1336,Yes,103.8585526,1.295711525
R107698D,SHELL SINGAPORE PTE. LTD.,1,R107698D-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,5338,Yes,103.8585526,1.295711525
R107700R,SHELL SINGAPORE PTE. LTD.,1,R107700R-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,5337,Yes,103.8585526,1.295711525
R107701D,SHELL SINGAPORE PTE. LTD.,1,R107701D-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,5339,Yes,103.8585526,1.295711525
R107702H,SHELL SINGAPORE PTE. LTD.,1,R107702H-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,7068,Yes,103.8585526,1.295711525
R107705K,SHELL SINGAPORE PTE. LTD.,1,R107705K-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,8279,Yes,103.8585526,1.295711525
R107707F,SHELL SINGAPORE PTE. LTD.,1,R107707F-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,8278,Yes,103.8585526,1.295711525
R107709C,SHELL SINGAPORE PTE. LTD.,1,R107709C-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,8277,Yes,103.8585526,1.295711525
R107710F,SHELL SINGAPORE PTE. LTD.,1,R107710F-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,4195,Yes,103.8585526,1.295711525
R107712C,SHELL SINGAPORE PTE. LTD.,1,R107712C-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,4196,Yes,103.8585526,1.295711525
R107714R,SHELL SINGAPORE PTE. LTD.,1,R107714R-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,4198,Yes,103.8585526,1.295711525
R107718E,SHELL SINGAPORE PTE. LTD.,1,R107718E-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,3183,Yes,103.8585526,1.295711525
R107720A,SHELL SINGAPORE PTE. LTD.,1,R107720A-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,3184,Yes,103.8585526,1.295711525
R107722K,SHELL SINGAPORE PTE. LTD.,1,R107722K-001,Type 2,22,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,3185,Yes,103.8585526,1.295711525
R107728R,SHELL SINGAPORE PTE. LTD.,1,R107728R-001,Type 2,22,729825,20,MANDAI LAKE ROAD,,L2,1,Yes,103.7806535,1.408877046
R107729D,SHELL SINGAPORE PTE. LTD.,1,R107729D-001,Type 2,22,729825,20,MANDAI LAKE ROAD,,L2,2,Yes,103.7807521,1.408490958
R107730G,SHELL SINGAPORE PTE. LTD.,2,R107730G-001,CCS2,50,659166,11,BUKIT BATOK WEST AVENUE 3,SHELL BUKIT BATOK ROAD,L01,,Yes,103.7384331,1.350227426
R107730G,SHELL SINGAPORE PTE. LTD.,2,R107730G-002,Type 2,43,659166,11,BUKIT BATOK WEST AVENUE 3,SHELL BUKIT BATOK ROAD,L01,0,Yes,103.7384331,1.350227426
R107731R,SHELL SINGAPORE PTE. LTD.,1,R107731R-001,Type 2,22,729825,20,MANDAI LAKE ROAD,,L2,3,Yes,103.7807521,1.408490958
R107732D,SHELL SINGAPORE PTE. LTD.,1,R107732D-001,Type 2,22,729825,20,MANDAI LAKE ROAD,,L3,1,Yes,103.7807521,1.408490958
R107734A,SHELL SINGAPORE PTE. LTD.,1,R107734A-001,Type 2,22,729825,20,MANDAI LAKE ROAD,,L3,2,Yes,103.7807521,1.408490958
R107735E,SHELL SINGAPORE PTE. LTD.,1,R107735E-001,Type 2,22,729825,20,MANDAI LAKE ROAD,,L3,3,Yes,103.7807521,1.408490958
R107738F,SHELL SINGAPORE PTE. LTD.,2,R107738F-001,CCS2,50,569839,3535,ANG MO KIO AVENUE 6,SHELL AMK AVENUE 6,L01,,Yes,103.84475,1.367799814
R107738F,SHELL SINGAPORE PTE. LTD.,2,R107738F-002,Type 2,43,569839,3535,ANG MO KIO AVENUE 6,SHELL AMK AVENUE 6,L01,0,Yes,103.84475,1.367799814
